,title,title_len,title_in_content,content_len,include_rate
4938,开门问策，“中国式民主”的生动样本,10,9,693,0.9
4939,精神在，脚步就不会停,7,7,922,1.0
4940,努力建设新时代中国特色社会主义新疆,8,8,630,1.0
4941,找到个人与时代的交叉点,6,5,729,0.8333333333333334
4942,努力引导教师成为教育家,5,5,652,1.0
4943,做新时代改革开放的探路先锋,7,5,456,0.7142857142857143
4944,雄赳赳气昂昂，像前辈一样去奋战,8,7,1287,0.875
4945,望海楼“清洁网络”背后的麦卡锡主义幽灵,9,8,737,0.8888888888888888
4946,把为人民造福事业推向前进,7,7,467,1.0
4947,光荣属于奋进的劳动者,5,3,677,0.6
4948,世界共享中国年,4,4,761,1.0
4949,赓续伟大的脱贫攻坚精神,6,5,1042,0.8333333333333334
4950,以民法典实施提升“中国之治”,8,7,673,0.875
4951,世界客商云集中国，传递了什么？,9,8,570,0.8888888888888888
4952,望海楼全国一盘棋强大行动力,5,4,448,0.8
4953,新职业蕴含发展新机遇,5,5,724,1.0
4954,决战贫困，关键在干部作风,6,5,454,0.8333333333333334
4955,不断改善科技创新生态,5,5,686,1.0
4956,“云医疗”助力健康生活,7,6,746,0.8571428571428571
4957,把爱国激情化为强国强军动力,7,4,508,0.5714285714285714
4958,让客服更有温度,5,5,706,1.0
4959,“天问”来了！疫情挡不住中国航天豪情,10,8,510,0.8
4960,望海楼绝不容许外国势力搞乱香港,7,5,499,0.7142857142857143
4961,望海楼中国将始终践行多边主义,7,6,648,0.8571428571428571
4962,为“一带一路”建设汇聚智慧之光,9,9,469,1.0
4963,心有所信方能行远,4,3,514,0.75
4964,绿色发展昭示着未来,5,5,1148,1.0
4965,落井下石的蓬佩奥不断增添美国道义污点,8,8,1077,1.0
4966,新时代思政课教师成长完善的基本遵循,9,9,1473,1.0
4967,铭记伟大胜利推进伟大事业,4,4,813,1.0
4968,摘帽不摘政策，教育扶贫还要更坚实,9,8,692,0.8888888888888888
4969,真情鼓舞信心铸就必胜力量,6,6,873,1.0
4970,攻坚硬任务更需实作风,6,2,369,0.3333333333333333
4971,浴火重生玉树临风,2,2,411,1.0
4972,社论为实现中华民族伟大复兴提供有力保证,9,8,1071,0.8888888888888888
4973,望海楼信心、定力和底气,6,5,700,0.8333333333333334
4974,打好春播春管第一仗,6,6,623,1.0
4975,以解决实际问题的成效为衡量标准,8,8,921,1.0
4976,精准科学选好中央企业领导人员,7,7,720,1.0
4977,望海楼台当局挟美自重必自食恶果,6,3,659,0.5
4978,望海楼构建更加紧密的中非命运共同体,8,7,542,0.875
4979,“疫”中人，“超人”兄弟连,11,8,174,0.7272727272727273
4980,让干部干得开心拼得安心,6,6,900,1.0
4981,中日应“相互照亮”为世界注入更多正能量,11,11,649,1.0
4982,把握重点任务加快构建新发展格局,8,8,793,1.0
4983,望海楼以法律之剑止暴制乱,6,5,574,0.8333333333333334
4984,辛识平开放合作，打开5G的正确方式,9,5,575,0.5555555555555556
4985,着力巩固经济复苏势头,5,5,732,1.0
4986,“举手”不能丢掉原则,6,5,578,0.8333333333333334
4987,为实干者撑腰，为干事者鼓劲,9,9,711,1.0
4988,用初心和使命引领复兴征程,7,5,792,0.7142857142857143
4989,自信，把握中国未来的关键词,7,6,877,0.8571428571428571
4990,领导留言板何以得民心,4,2,687,0.5
4991,切实把习近平法治思想贯彻落实到全面依法治国全过程,10,10,650,1.0
4992,激扬新长征的青春力量,5,2,736,0.4
4993,每一道战疫答题都要得高分,8,7,698,0.875
4994,为新疆长治久安提供坚强保障,6,6,596,1.0
4995,激发内生动力，赢得发展新优势,8,8,686,1.0
4996,让基层干部全身心投入抗疫一线,6,4,517,0.6666666666666666
4997,望海楼利用香港遏制中国是痴人说梦,7,4,747,0.5714285714285714
4998,中意合作福在民众利在亚欧,6,6,584,1.0
4999,揭榜挂帅，就是让能者上,7,6,542,0.8571428571428571
5000,风雨无阻向着梦想出发,4,2,665,0.5
5001,用“学习强国”激发学习力量,8,6,894,0.75
5002,由政策导向型开放向制度型开放转变意义重大,12,12,628,1.0
5003,而立浦东定能在新时代再创奇迹,8,6,555,0.75
5004,勤俭节约是传家宝,3,3,635,1.0
5005,保留痛感，矢志复兴,5,4,366,0.8
5006,高质量发展要有高标准市场体系,7,7,758,1.0
5007,钟声履行世贸组织规则，中国言出必行,7,6,466,0.8571428571428571
5008,望海楼你们每一个人的样子，我们都会记住！,13,12,509,0.9230769230769231
5009,锻造信念“合金”,5,5,780,1.0
5010,优化数字经济监管以公平秩序推进技术创新,9,5,1060,0.5555555555555556
5011,解决中美经贸摩擦关键在照顾彼此关切,10,8,1124,0.8
5012,以习近平新时代中国特色社会主义经济思想为指导,11,10,581,0.9090909090909091
5013,加强战略沟通深化务实合作,6,4,658,0.6666666666666666
5014,守住粮食安全的命根子,4,4,459,1.0
5015,人人都是战士，我们一定行！,9,8,404,0.8888888888888888
5016,以产业扶贫巩固脱贫攻坚成果,7,7,599,1.0
5017,以区域协同应对企业信用风险,6,5,852,0.8333333333333334
5018,以全面从严治党引领新征程,6,6,684,1.0
5019,牢牢植根人民,3,3,759,1.0
5020,为创新创业创造厚植土壤,6,6,472,1.0
5021,让红色基因融入血液,5,5,518,1.0
5022,引导青年学生坚定“四个自信”,8,8,943,1.0
5023,让“5G+工业互联网”为高质量发展“+”出更澎湃动力,17,14,515,0.8235294117647058
5024,为中国人民迸发出来的创造伟力喝彩,9,9,607,1.0
5025,为官莫做两面人,4,3,512,0.75
5026,提升法治促进国家治理体系和治理能力现代化的效能,12,12,1172,1.0
5027,“思想根子问题”如何解决,7,7,743,1.0
5028,高质量打赢脱贫攻坚战,4,4,725,1.0
5029,望海楼合作抗疫，中国用行动说话,8,6,608,0.75
5030,西方“教师爷”在香港问题上的三大谬误,11,11,1321,1.0
5031,“统一核算”助力高质量发展,7,7,225,1.0
5032,让农民工劳有所得干有所值,6,6,781,1.0
5033,做更高水平改革开放的开路先锋,6,6,451,1.0
5034,权力套利只会把自己套牢,6,6,484,1.0
5035,煽动暴乱必遭唾弃,4,1,668,0.25
5036,坚持效果导向，真刀真枪解决问题,6,6,793,1.0
5037,望海楼看清“祸港四人帮”的真面目,8,7,868,0.875
5038,钟声谎言和欺骗战胜不了新冠病毒,8,7,819,0.875
5039,维护香港法治秩序同心协力抗击疫情,7,5,851,0.7142857142857143
5040,中国式民主行得通很管用,5,5,655,1.0
5041,“金话筒”传递的新与实,8,7,720,0.875
5042,创造历史的伟大变革,5,5,4852,1.0
5043,钟声捕风捉影者，风必摧之,5,4,898,0.8
5044,加快“新基建”，激发新动力,8,8,583,1.0
5045,苦是人生的补药,4,4,708,1.0
5046,构建“海洋命运共同体”中国海军将继续发力,11,11,671,1.0
5047,奋斗的每一天，都值得铭记,8,8,1258,1.0
5048,为人类和平发展作出中国贡献,7,7,710,1.0
5049,改革创新，推动高质量发展,6,6,707,1.0
5050,疫情防控必须坚持实事求是,5,5,590,1.0
5051,做好西藏工作的根本遵循,6,6,693,1.0
5052,“咬牙”是一种修炼,6,6,620,1.0
5053,扶贫是锤炼作风的考场,6,5,708,0.8333333333333334
5054,在扩大开放中推动互利共赢,6,5,761,0.8333333333333334
5055,增强“四力”提高本领,6,6,830,1.0
5056,以“枫桥经验”完善基层治理,8,7,779,0.875
5057,乐见美对华理性声音强起来,7,4,927,0.5714285714285714
5058,中朝友好山高水长,4,4,559,1.0
5059,好伙伴新篇章,3,0,669,0.0
5060,外交部微信群开记者会，启示特殊时期转作风,10,5,403,0.5
5061,创新主动权、发展主动权必须牢牢掌握在自己手中,11,11,446,1.0
5062,从这份“改革承诺书”中读懂决心,9,9,691,1.0
5063,守住廉洁自律这个关口,4,4,617,1.0
5064,淡泊名利彰显“无我”初心,8,8,376,1.0
5065,塑民法魂润民风淳,5,2,326,0.4
5066,抗战的中流砥柱复兴的坚强核心,7,7,1193,1.0
5067,用制度优势托举更大奇迹,7,6,679,0.8571428571428571
5068,让年轻人都阳光向上,5,4,771,0.8
5069,美政客诋毁中国抗疫物资质量是“甩锅”丑剧,12,11,567,0.9166666666666666
5070,止暴制乱刻不容缓,3,2,641,0.6666666666666666
5071,依法特赦彰显法治精神,5,4,698,0.8
5072,中国将继续为开放型世界经济发展增添动力,10,10,797,1.0
5073,要铺路子更要压担子,5,5,678,1.0
5074,从这份“来之不易”中读懂信心,8,6,581,0.75
5075,保持定力，积极应对新问题新挑战,9,9,636,1.0
5076,学习党史，激发党员干部的担当自觉,8,8,956,1.0
5077,“最多跑一地”把改革延伸到社会治理更深层次,13,13,734,1.0
5078,必须坚持以人民为中心紧紧依靠人民开拓事业新局面,12,12,756,1.0
5079,外部势力干预香港事务的企图注定失败,9,9,556,1.0
5080,乘势而上，开创全面从严治党新局面,7,7,752,1.0
5081,奋进新征程，中国一定“牛”！,10,10,668,1.0
5082,和气致祥乖气致异,3,3,803,1.0
5083,香港绝不能成为国家安全的风险口,8,8,567,1.0
5084,为企业发展营造良好法治环境,7,7,536,1.0
5085,探寻适合自己的道路和办法,7,7,895,1.0
5086,疫情防控特殊时期，更要对法律有特别敬畏,11,9,951,0.8181818181818182
5087,做好乡村振兴保险保障服务,6,6,597,1.0
5088,履行我军宗旨不负人民重托,6,6,531,1.0
5089,重农固本安民强基,5,0,952,0.0
5090,望海楼推动中非关系实现新的发展,8,7,571,0.875
5091,直面实体书店困境入驻外卖平台是个不错选择,12,10,586,0.8333333333333334
5092,协同联动，推动各国共享发展成果,8,8,796,1.0
5093,从实际出发抓重点问题,6,6,662,1.0
5094,中国抗疫背后的“爱”与“敬”,11,10,1107,0.9090909090909091
5095,弘扬伟大抗战精神共谋祖国和平统一,7,6,850,0.8571428571428571
5096,生态美起来，百姓富起来,7,7,668,1.0
5097,老干部是推进中国特色社会主义伟大事业的重要力量,10,10,678,1.0
5098,“中国担责论”在国际法上根本站不住脚,9,6,1027,0.6666666666666666
5099,必须坚定不移走和平发展道路共同创造人类美好未来,10,10,762,1.0
5100,党员捐款凝聚抗疫力量,5,4,603,0.8
5101,越是艰难越向前,4,4,612,1.0
5102,用转型升级激发长远动力,6,4,713,0.6666666666666666
5103,找差距，坚持高标准严要求,6,6,805,1.0
5104,负面清单再“瘦身”中国开放新突破,10,8,843,0.8
5105,努力建设高素质劳动大军,5,5,526,1.0
5106,坚持扩大内需形成强大国内市场,6,6,512,1.0
5107,书写新时代雷锋故事,5,5,595,1.0
5108,让清洁美丽世界为文明添彩,7,5,717,0.7142857142857143
5109,聚焦备战打仗主责主业,5,5,463,1.0
5110,辛识平特殊“民生礼包”传递理念温度,9,8,545,0.8888888888888888
5111,开放融通是不可阻挡的历史趋势,8,8,552,1.0
5112,坚持和完善社会主义基本经济制度,7,7,946,1.0
5113,“开放带来进步，封闭必然落后”,9,9,883,1.0
5114,疫情防控不能松脱贫攻坚不能等,8,7,717,0.875
5115,不恐慌不懈怠，坚决遏制疫情蔓延,9,8,802,0.8888888888888888
5116,进博会，为世界经济增添新动能,9,9,726,1.0
5117,画好新时代统一战线最大同心圆,6,6,1067,1.0
5118,以良性互动为中美磋商创造良好条件,8,7,613,0.875
5119,炮制新疆人口谎言的美国政客满嘴胡言,9,7,965,0.7777777777777778
5120,抗疫不能简单“抄作业”，须做好“绣花功”,14,10,436,0.7142857142857143
5121,今年的时间尤其珍贵,5,5,546,1.0
5122,减负让教师回归教书育人主业,6,6,540,1.0
5123,和音发挥科技创新的关键和中坚作用,10,9,607,0.9
5124,认真贯彻主题教育总要求,5,4,656,0.8
5125,人民日报和音相互支持合作共赢,6,4,859,0.6666666666666666
5126,为合作共赢创造全球样本,6,5,601,0.8333333333333334
5127,伟大出自平凡平凡造就伟大,6,6,519,1.0
5128,激活家访的育人效能,5,5,694,1.0
5129,把金融消费者保护落到实处,5,3,565,0.6
5130,携手战“疫”是唯一正确选择,9,9,509,1.0
5131,始终做多边主义的践行者,7,7,1150,1.0
5132,团结奋进筑同心塞上大地谱新篇,7,3,683,0.42857142857142855
5133,防汛宁可十防九空，不能失防万一,7,7,666,1.0
5134,何为命运共同体？中国用行动说话,8,5,929,0.625
5135,创新驱动蕴含无限潜力,5,5,665,1.0
5136,【望海楼】70年人民的力量,8,5,671,0.625
5137,让我们都来做“闯海人”,8,7,654,0.875
5138,有效拓展数据应用的广度和深度,8,8,908,1.0
5139,增改删之间尽显未成年人保护要义,7,7,511,1.0
5140,有效衔接，做好乡村振兴大文章,8,8,835,1.0
5141,岁月为证，奋斗不止,5,5,580,1.0
5142,核心技术要靠自己拼搏,5,5,697,1.0
5143,舍我其谁的担当是英雄气魄,6,6,527,1.0
5144,人民日报钟声虚伪面纱遮不住霸凌嘴脸,7,3,652,0.42857142857142855
5145,让我们一起奔跑,4,4,719,1.0
5146,美方止损的唯一出路是悬崖勒马,7,7,888,1.0
5147,爱国者治理是世界通例,5,4,445,0.8
5148,要有点儿“砖头精神”,6,5,712,0.8333333333333334
5149,“一带一路”大家庭越来越大,7,7,728,1.0
5150,在强化自我监督自我约束上作表率,8,8,475,1.0
5151,迈好构建新发展格局第一步,6,6,734,1.0
5152,人文教育应成中小学复学必修课,6,3,589,0.5
5153,隔断病毒，不能隔断同胞爱,6,3,589,0.5
5154,自欺欺人的“加征关税有利论”,8,8,1431,1.0
5155,守护绿水青山永葆幸福之源,5,1,444,0.2
5156,打造引领新时代对外开放的鲜明旗帜和重要门户,11,11,627,1.0
5157,致敬浩瀚太空中国追梦人！,6,4,281,0.6666666666666666
5158,以百姓心为心，牢记党的初心和使命,11,11,599,1.0
5159,做实主题教育，领导干部要发挥示范带动作用,11,11,575,1.0
5160,在学懂上下功夫,4,4,681,1.0
5161,钟声人权的幌子遮不住险恶用心,6,4,481,0.6666666666666666
5162,公共卫生教育发展迎来新契机,6,3,672,0.5
5163,用奋斗诠释劳动精神,5,4,709,0.8
5164,辛识平决不容许暴力在香港横行,7,5,569,0.7142857142857143
5165,“马首”回家，折射盛世气象与孝亲心肠,11,10,636,0.9090909090909091
5166,“不竭的力量源泉”,6,6,696,1.0
5167,拓展“三新”经济应用场景,7,6,673,0.8571428571428571
5168,促消费别放松“绿色”这根弦,9,8,645,0.8888888888888888
5169,一以贯之坚持和发展中国特色社会主义,7,7,733,1.0
5170,麻痹放松是最大的风险,6,6,257,1.0
5171,坚定不移推进反腐败斗争,4,4,641,1.0
5172,决不能让投资者为企业造假买单,7,7,403,1.0
5173,开放的中国为世界经济复苏提供动力,9,9,897,1.0
5174,在日常生活中养成好品行,6,6,723,1.0
5175,让考核评估“指挥棒”显威发力,8,8,1005,1.0
5176,以改革促进城镇老旧小区改造,7,7,689,1.0
5177,尽快让香港安定下来,5,5,520,1.0
5178,辩证看待新发展阶段的新机遇新挑战,9,9,948,1.0
5179,疫情防控需要基层力量,5,5,591,1.0
5180,牢牢把握党内法规制度建设正确方向,7,4,492,0.5714285714285714
5181,改革，让每一个人都看见未来,9,9,758,1.0
5182,“封城”76天，武汉城门重开！致敬英雄的人民！,15,15,928,1.0
5183,数字化转型呼唤“懂行人”,7,6,700,0.8571428571428571
5184,始终从发展的视角看问题,7,7,880,1.0
5185,用文明指引追星行为,5,5,690,1.0
5186,坚持新发展理念，加快构建新发展格局,10,10,807,1.0
5187,让健康成为春节的温馨底色,7,7,766,1.0
5188,构建开放创新生态,4,4,611,1.0
5189,坚持稳中求进，增强发展信心,6,6,670,1.0
5190,既有“派”的权威，又有“驻”的优势,14,13,750,0.9285714285714286
5191,望海楼70年，伟大的创造精神,7,7,906,1.0
5192,持续推进更高水平的对外开放,6,6,753,1.0
5193,望海楼维护国家安全是香港同胞的义务和责任,11,10,580,0.9090909090909091
5194,在服务和融入新发展格局上展现更大作为,11,11,545,1.0
5195,用无私无我，播春光春色,8,8,586,1.0
5196,望海楼“一带一路”合作造福中缅,9,8,630,0.8888888888888888
5197,望海楼增强信心坚定信心,4,3,764,0.75
5198,坚定信心迎难而上,2,2,957,1.0
5199,引人注目的“三星堆上新”考古过程,9,9,606,1.0
5200,永做“拓荒牛”，为了祖国和人民,10,9,454,0.9
5201,巴黎圣母院的火灾再次敲响了警钟,7,6,591,0.8571428571428571
5202,世界上怕就怕“认真”二字,8,8,500,1.0
5203,确保“收官之年”圆满收官,8,8,610,1.0
5204,抓好稳肉价这个“硬任务”,7,4,544,0.5714285714285714
5205,夯实乡村振兴的治理根基,6,6,955,1.0
5206,让法治成为一种思考习惯,6,6,679,1.0
5207,别让贸易壁垒阻碍疫情防控,6,5,633,0.8333333333333334
5208,敢于斗争敢于胜利,2,2,1006,1.0
5209,合力筑牢防灾减灾的坚实堤坝,7,7,703,1.0
5210,从全球首创到全球盛会，进博会启示了什么？,13,11,509,0.8461538461538461
5211,奋力描绘新时代西藏发展新画卷,8,8,630,1.0
5212,和音高质量发展创造共赢新机遇,7,3,649,0.42857142857142855
5213,消费升级为中国经济注入强劲动力,8,8,638,1.0
5214,量子科技为何重要,4,3,732,0.75
5215,落实好乡村振兴的优先任务,7,7,707,1.0
5216,不惧“逆风”“回头浪”奋起发展新篇章,12,11,470,0.9166666666666666
5217,坚持党的全面领导充分调动一切积极因素,8,8,564,1.0
5218,一盘棋做谋划一张图干到底,6,6,678,1.0
5219,致敬英烈接续奋斗,4,4,517,1.0
5220,切实增强紧迫感抓实经济社会发展各项工作,7,7,688,1.0
5221,中国在扩大开放中反击保护主义,6,5,732,0.8333333333333334
5222,望海楼以人民为中心打赢疫情防控的人民战争,10,9,737,0.9
5223,用改革让泥土更加芬芳,6,2,344,0.3333333333333333
5224,因时因势调整工作着力点和应对举措,8,8,459,1.0
5225,照亮人类历史进程的壮丽日出,6,5,735,0.8333333333333334
5226,团结合作势在必行,2,1,636,0.5
5227,把亲和清统一起来,6,6,644,1.0
5228,落实“爱国者治港”符合国际惯例,7,7,676,1.0
5229,贫困帽摘了，劲却不能松,8,5,563,0.625
5230,按“赛先生”的意思办！,8,7,401,0.875
5231,复兴的中国是世界之幸,6,6,726,1.0
5232,人民日报钟声退出世卫害人害己,5,2,799,0.4
5233,钟声中国内政决不容许任何外部势力干涉,9,6,623,0.6666666666666666
5234,深化改革，跑出创新“加速度”,8,7,802,0.875
5235,学好互联网巨头“去而复返”这堂课,10,10,864,1.0
5236,守护好乡愁才能留住根,6,6,797,1.0
5237,辛识平硬要“撤资中国”坑的是美国企业,11,8,585,0.7272727272727273
5238,疫情下中国经济长期向好的基本面不会变,11,10,1745,0.9090909090909091
5239,钉好抓落实的钉子,5,5,873,1.0
5240,在艰难战“疫”中保持必胜信念,9,5,494,0.5555555555555556
5241,让棵棵树苗成长为参天大树,7,7,793,1.0
5242,一省一城关乎全国大局,5,2,945,0.4
5243,闯出一片辽阔的海,6,2,746,0.3333333333333333
5244,在党史学习教育中走好高质量发展之路,11,10,764,0.9090909090909091
5245,更坚定的信心更顽强的意志更果断的措施,12,12,670,1.0
5246,望海楼努力续写更多“春天的故事”,10,9,596,0.9
5247,全面锻造过硬基层夯实强军兴军根基,8,8,835,1.0
5248,激扬信仰信念信心的强大精神力量,7,7,1738,1.0
5249,以“上海精神”共克风险挑战,8,8,596,1.0
5250,绝不容许香港成为国家安全的短板,8,6,773,0.75
5251,钟声要用诚意磋商，不要无事生非,8,6,642,0.75
5252,好政策要快马加鞭早落实,6,5,485,0.8333333333333334
5253,人民日报钟声“黑客帝国”的虚伪面孔,8,5,624,0.625
5254,读懂三明实践的样本意义,6,6,964,1.0
5255,潮平岸阔再扬帆,4,1,2667,0.25
5256,为任务敢拼命为战友不惜命,8,8,469,1.0
5257,为敢于担当的干部撑腰鼓劲,7,7,709,1.0
5258,《求是》杂志编辑部全面加强知识产权保护的科学指南,12,8,3462,0.6666666666666666
5259,从“做”力戒形式主义,6,6,1077,1.0
5260,企图胁迫世卫组织的蓬佩奥正在向全世界叫板,10,9,1162,0.9
5261,建设美丽中国是我们心向往之的奋斗目标,8,8,810,1.0
5262,像英雄模范那样至诚报国,5,5,708,1.0
5263,引领世界经济沿着正确轨道向前发展,7,7,693,1.0
5264,为促进世界经济复苏“播种”,8,7,553,0.875
5265,把“三农”短板补得更实,7,7,452,1.0
5266,这个“统领”作用必须坚持和加强,9,9,539,1.0
5267,欧洲缘何对“一带一路”热情渐高？,10,7,654,0.7
5268,用公平促进可持续发展,6,6,746,1.0
5269,弘扬爱国精神，共创新的辉煌,7,5,820,0.7142857142857143
5270,把种子牢牢攥在自己手中,7,7,800,1.0
5271,把学习成效转化为工作实效,7,6,224,0.8571428571428571
5272,唱响青春年华,2,1,525,0.5
5273,打赢疫情防控和经济社会发展“双线战役”,10,10,771,1.0
5274,不患无策，只怕无心,5,5,761,1.0
5275,“拆墙”又“筑墙”凸显美式霸凌,10,10,743,1.0
5276,勠力同心共建清洁美丽的世界,8,4,574,0.5
5277,消博会“磁力”释放中国开放合作新信号,11,11,535,1.0
5278,推行垃圾分类须明确“三要三不要”,10,10,442,1.0
5279,中国是世界经济增长的积极贡献者,8,7,542,0.875
5280,以赤子之心守望新闻理想,5,5,337,1.0
5281,和音为促进全体人民共同富裕而努力,8,5,622,0.625
5282,以谈判机制破解高药价,6,5,782,0.8333333333333334
5283,万众一心加油干,3,3,567,1.0
5284,加强原创性、引领性科技攻关,6,6,515,1.0
5285,辛识平有你真好，武汉！,8,6,619,0.75
5286,云理轩殷忧启圣多难兴邦,3,1,4310,0.3333333333333333
5287,疫情面前没有旁观者，更没有局外人,8,8,712,1.0
5288,调研“走调”的背后,7,6,799,0.8571428571428571
5289,用确定性战胜“不确定”,7,7,698,1.0
5290,捐赠物资的发放不能是笔“糊涂账”,10,9,292,0.9
5291,望海楼外贸新高背后的中国红利,7,5,645,0.7142857142857143
5292,以优秀共产党员为标杆,5,5,680,1.0
5293,书写新时代改革开放的浦东样本,7,7,566,1.0
5294,把经济特区办得更好、办得水平更高,7,6,795,0.8571428571428571
5295,聚力构建海洋命运共同体,5,5,439,1.0
5296,“中国之治”展现制度自信,7,6,709,0.8571428571428571
5297,以乡村善治助力乡村振兴,6,4,713,0.6666666666666666
5298,当好“看门人”还需自身硬,8,5,574,0.625
5299,从严从实管好中央企业领导人员,6,5,649,0.8333333333333334
5300,奏响奋斗与幸福的二重奏,6,6,790,1.0
5301,望海楼发展好、运用好、治理好互联网,10,9,620,0.9
5302,严格管控，也要人文关怀,7,7,547,1.0
5303,做好弘扬科学家精神大课题,6,5,1123,0.8333333333333334
5304,止暴制乱的主流民意不可违,6,6,439,1.0
5305,自身劣迹斑斑，何谈指责别人？,8,7,626,0.875
5306,不断推动军队老干部工作创新发展,7,7,551,1.0
5307,蓬佩奥离间中非关系不会得逞,6,5,458,0.8333333333333334
5308,要有人情味，别背人情债,6,6,759,1.0
5309,好制度的功效日益得到充分发挥,7,6,697,0.8571428571428571
5310,让每朵玫瑰都能向阳生长,7,6,782,0.8571428571428571
5311,“新基建”加速智能经济到来,8,8,692,1.0
5312,风雨无阻携手并进,3,1,735,0.3333333333333333
5313,党组织是战胜疫情的硬脊梁,7,5,552,0.7142857142857143
5314,凝聚起奋斗新时代的精神力量,7,7,584,1.0
5315,疫情防控必须慎终如始,4,4,442,1.0
5316,对焦每一个人的获得感,7,7,744,1.0
5317,必须坚持中国特色社会主义道路让我们的制度越来越成熟,12,12,803,1.0
5318,深刻把握科技创新与发展大势,7,7,697,1.0
5319,勇担使命敢作为,4,4,555,1.0
5320,让新生事物健康成长让发展新动能加速壮大,9,9,505,1.0
5321,辛识平美方的所谓声明罔顾事实混淆视听,8,7,584,0.875
5322,新时代中阿关系发展大有可为,7,6,759,0.8571428571428571
5323,坚定信心，保持经济稳中向好态势,8,8,604,1.0
5324,增强文化软实力当是“十四五”时期硬任务,11,10,841,0.9090909090909091
5325,“零”！未可言胜，不可言骄,11,6,530,0.5454545454545454
5326,向新时代最可爱的人致敬,8,8,456,1.0
5327,向人民交出审计监督的“国家大账”,10,10,645,1.0
5328,这个决定对香港至关重要,5,4,615,0.8
5329,坚持预防为主改革完善疾病预防控制体系,8,8,817,1.0
5330,闪耀！战“疫”里的青春之光,10,8,218,0.8
5331,请善待英勇的逆行者,6,3,416,0.5
5332,一份值得世界关注的研究报告,7,6,672,0.8571428571428571
5333,改革开放深刻改变中国深刻影响世界,6,6,745,1.0
5334,发扬斗争精神勇于担当作为,6,6,734,1.0
5335,望海楼加强风险管理与国家管理制度现代化,7,6,588,0.8571428571428571
5336,完善宣誓效忠制度有力夯实香港公职人员责任担当,10,8,644,0.8
5337,对粮食还是要保持敬畏之心,7,5,587,0.7142857142857143
5338,战疫展现央企责任担当,5,3,482,0.6
5339,不做政治麻木、办事糊涂的昏官,9,9,745,1.0
5340,只有平等对话，中美才有可能解决问题,8,8,568,1.0
5341,为经济增长提供强劲动力,6,6,868,1.0
5342,政治坚定离不开理论坚定,5,5,990,1.0
5343,做党的光荣传统和优良作风的忠实传人,8,8,549,1.0
5344,对口支援汇聚决胜之力,5,3,695,0.6
5345,促进全球制造业高质量发展实现共享共赢,8,8,470,1.0
5346,新冠肺炎疫情下的“美国病”,9,8,412,0.8888888888888888
5347,聚焦问题，促进工作再抓实,7,6,938,0.8571428571428571
5348,努力为人类作出新的更大贡献,9,9,712,1.0
5349,任何威胁都吓不倒中国人民,6,6,722,1.0
5350,为维护军民健康提供有力保障,7,7,491,1.0
5351,五星红旗永远在香港高高飘扬,5,5,466,1.0
5352,把新时代的经济特区办得更好,6,6,765,1.0
5353,景平把握人口变化趋势性特征,6,5,794,0.8333333333333334
5354,自觉做爱国奉献的践行者,7,3,745,0.42857142857142855
5355,坚定不移依法制止和惩治暴力活动,7,7,710,1.0
5356,望海楼新时代的中国青年是好样的,9,8,538,0.8888888888888888
5357,彰显中国发展的“制度优势”,8,7,890,0.875
5358,办好自己的事情就是对世界的贡献,9,9,683,1.0
5359,完善后香港选举制度依然包容开放体现均衡参与,11,11,726,1.0
5360,始终保持我们党的政治先进性,6,5,898,0.8333333333333334
5361,敏锐把握疫情防控新趋势,6,5,668,0.8333333333333334
5362,践行以人民为中心的发展思想,8,8,582,1.0
5363,谨防“黄暴动画”侵蚀童心,8,5,702,0.625
5364,人民日报提高应对突发重大公共卫生事件的能力和水平,11,10,696,0.9090909090909091
5365,我们对自己的民主充满自信,7,6,693,0.8571428571428571
5366,提高领导我国经济发展能力和水平,8,8,750,1.0
5367,在爱国主义旗帜下奋斗前行,6,6,842,1.0
5368,乘势而上再接再厉接续奋斗,4,4,730,1.0
5369,企业家要带领企业走向更辉煌的未来,9,9,615,1.0
5370,坚持走符合国情的人权发展道路,7,7,554,1.0
5371,望海楼以“新发展格局”应对“新变局”,12,11,725,0.9166666666666666
5372,农时贵如金，耕地不能歇,6,6,453,1.0
5373,为“爱国者治港”提供坚实制度保障,9,9,708,1.0
5374,一步一个脚印实现梦想,3,3,503,1.0
5375,谋求共同发展的强大动力,6,6,692,1.0
5376,让信仰的力量永流传,6,5,772,0.8333333333333334
5377,为基层治理提供更好司法保障,7,7,591,1.0
5378,手中有粮心不慌,5,5,566,1.0
5379,从“头回客”到“回头客”,9,9,729,1.0
5380,九〇后为两会注入青春力量,8,6,848,0.75
5381,形成规划落实的合力,5,5,615,1.0
5382,坚持网信事业正确政治方向,6,6,620,1.0
5383,迈向合作共赢新时代,6,5,772,0.8333333333333334
5384,不断推进国家治理体系和治理能力现代化,9,9,696,1.0
5385,“有办法”的底气从哪里来,9,9,764,1.0
5386,致敬“王继才们”,4,3,732,0.75
5387,走好生态建设与脱贫攻坚双赢道路,8,8,894,1.0
5388,增强紧迫感，全力抓落实,6,5,522,0.8333333333333334
5389,团结合作共克时艰,3,1,770,0.3333333333333333
5390,党的领导是思政课建设根本保证,5,5,702,1.0
5391,坚持党对公安工作的绝对领导,8,8,647,1.0
5392,人民日报钟声美方制造矛盾的错误心态贻害无穷,8,6,647,0.75
